year,statefips,countyfips,ds_pm_pred
2011,48,48285,8.530295540182648
2013,20,20137,6.729591780821918
2013,21,21153,8.656090342465753
2014,40,40063,9.129975890410959
2011,13,13011,10.556631233561644
2014,51,51181,8.568876438356164
2014,48,48113,10.420462228034285
2011,48,48183,9.947493964712329
2011,29,29037,10.22909781260274
2014,17,17019,11.356959585855368
2013,28,28151,9.514494361932228
2012,8,8119,5.133472950819672
2014,20,20159,7.973034794520548
2014,28,28071,9.602290082191781
2011,18,18139,11.012539196164384
2012,51,51049,8.187183825136612
2013,21,21159,8.817552602739726
2014,37,37127,10.01128101978691
2011,40,40023,9.529545804931507
2011,1,1105,10.021522261187215
2011,42,42049,9.443491801736446
2011,21,21025,9.421546506849315
2014,28,28117,9.823888
2011,53,53071,6.999886018949772
2014,21,21225,11.340248630136986
2014,26,26025,10.924111872146119
2012,54,54055,8.330830672814208
2012,28,28103,9.378685610200364
2014,30,30001,7.103858356164384
2012,48,48083,7.002703551912568
2013,18,18049,10.465717899543379
2012,46,46117,6.616509289617486
2014,48,48005,9.382343384367446
2013,21,21203,9.134147465753425
2013,16,16029,6.676298219178082
2012,30,30039,6.318964918032787
2012,48,48177,8.13457864298725
2013,36,36115,7.4158693634166
2014,16,16079,9.12141495890411
2014,22,22055,9.195237222045237
2014,29,29215,9.206191849315068
2011,30,30005,6.0798492
2011,38,38093,7.005249268949772
2013,48,48145,8.982286849315068
2012,56,56013,6.546341942622951
2013,24,24021,9.534092795867954
2011,5,5027,9.933677627945206
2011,13,13129,11.436909175951294
2014,48,48115,7.184006506849315
2014,19,19081,8.214182808219178
2014,55,55111,8.766264678609062
2013,42,42071,11.2303328962818
2012,20,20077,8.588077504553734
2013,5,5045,10.103454352876712
2011,12,12127,6.945204615710995
2014,1,1009,11.038389619482496
2012,13,13127,7.331641799635701
2014,22,22093,9.093610998043053
2014,53,53043,8.150459178082192
2011,17,17069,9.932299567123288
2011,36,36011,8.52274462667628
2011,27,27037,10.384799791175198
2014,40,40093,7.973140913242009
2013,48,48151,7.020024657534247
2011,19,19009,8.820421405479452
2012,35,35011,5.917619945355191
2011,49,49041,5.671430472876712
2013,13,13103,8.587040383561644
2012,26,26127,8.477946213895394
2011,46,46119,6.82110102739726
2011,39,39095,10.819948614367382
2012,25,25005,7.648225490710382
2013,51,51069,8.654149452054794
2013,51,51041,8.44946826934208
2013,5,5091,9.861405616438356
2012,5,5039,9.954206830601093
2013,54,54095,9.321645844748858
2014,40,40101,9.751511832191781
2012,33,33007,6.251093340784898
2013,28,28007,9.023140593607306
2011,47,47085,9.430084007671233
2012,37,37199,8.213967486338798
2011,48,48465,7.691074778082192
2013,46,46137,5.38806298630137
2012,55,55067,7.812410018214936
2012,42,42091,10.595836987543055
2014,30,30049,5.855292
2011,55,55051,7.012484252968036
2013,19,19031,10.006811835616438
2012,30,30079,6.02917806010929
2012,53,53039,5.581965072859745
2014,21,21079,10.144433219178082
2011,46,46099,8.69095760704501
2012,48,48383,6.673686885245902
2013,28,28143,9.567747397260274
2013,37,37193,8.239309358121331
2013,20,20113,8.387923600782779
2011,27,27033,8.625969712328767
2012,51,51119,7.928228852459016
2012,8,8087,7.016074658469945
2012,16,16065,7.29506468579235
2013,12,12107,6.374791941982272
2013,19,19135,9.023678639269406
2013,42,42097,9.457202226027397
2011,29,29143,10.085673939269406
2012,23,23027,6.878705396174863
2012,21,21059,10.710533927298646
2011,26,26099,10.309093377359208
2013,27,27063,8.49682397260274
2014,46,46059,5.683378082191781
2014,38,38057,4.808041324200913
2013,39,39153,10.811152633181126
2014,26,26161,10.659115057534247
2013,21,21033,9.687840365296804
2011,47,47145,10.976318820174346
2014,16,16053,7.619695726027397
2011,31,31083,7.645306682191781
2012,37,37171,8.727540650769995
2012,45,45027,8.903515163934426
2014,39,39073,10.366410136986301
2013,37,37161,8.644226322444679
2011,31,31055,10.033889300263435
2012,51,51700,8.356824595752608
2014,47,47015,9.589864474885845
2014,38,38007,4.878288082191781
2013,32,32015,4.566538410958904
2013,45,45001,9.07416597260274
2011,36,36093,8.827194235106722
2014,36,36035,7.488189881278539
2013,46,46115,7.23119697716895
2012,51,51107,9.807567276166456
2013,32,32003,7.393440814491857
2012,17,17153,9.99329412568306
2013,39,39145,9.820916342465753
2012,18,18013,10.521801366120219
2014,12,12047,8.849249863013699
2012,51,51021,8.227451420765027
2014,47,47019,8.895485882352941
2011,51,51099,8.390945377534247
2011,19,19187,9.155218447488584
2014,18,18045,10.756453424657534
2011,12,12023,8.639312511415525
2014,46,46019,4.910379794520548
2014,19,19173,8.758004931506849
2014,20,20131,8.991775068493151
2014,13,13053,11.158107232876712
2014,47,47041,9.476094589041096
2013,30,30001,5.100606502283105
2013,47,47013,8.93644196762142
2011,48,48351,9.041038710958904
2014,8,8055,4.349184780821918
2013,17,17045,10.420655835616438
2013,27,27087,7.236064246575342
2011,17,17095,10.61441562380137
2013,13,13281,7.935317716894977
2011,47,47125,10.280260849877064
2014,4,4012,4.604187917808219
2011,55,55071,9.419917632299928
2012,35,35029,7.358398724954463
2013,30,30077,4.849239465753425
2014,39,39155,10.931787920298879
2014,21,21113,10.510814185692542
2014,12,12061,6.6128880456621
2013,17,17037,10.153444357469015
2012,18,18143,10.504537267759563
2012,36,36051,8.676351338797814
2011,19,19021,8.970515429680365
2014,47,47113,9.848147275494673
2014,22,22021,9.007365753424658
2011,42,42035,8.753212908371385
2013,51,51021,7.794507068493151
2013,20,20057,7.183635616438356
2011,46,46063,5.957255876712329
2014,16,16045,8.28903899543379
2012,16,16053,7.35896912568306
2014,13,13193,11.091990273972603
2014,34,34033,10.042863196347032
2012,47,47187,9.738553810367745
2014,28,28123,9.907705251141552
2011,21,21065,9.595926024657534
2013,12,12087,5.625318849315068
2011,47,47109,9.40623766888454
2012,53,53045,5.549450704527713
2012,36,36023,8.112487081056466
2013,37,37079,8.263345410958904
2014,29,29029,9.355266600249066
2014,45,45051,9.100054520547945
2011,34,34011,9.067136736905721
2011,48,48411,7.892435078082192
2014,13,13289,11.017004136986301
2012,48,48303,7.895089641594343
2014,29,29099,10.553812796477495
2013,5,5083,9.427022283105023
2014,48,48223,9.747803257229833
2012,47,47159,9.396353387978142
2012,37,37121,8.212067144808743
2011,45,45081,10.474344672876712
2013,30,30085,5.359960639269406
2012,48,48049,7.354221607468124
2014,46,46095,4.983553698630137
2014,29,29135,9.476743082191781
2013,18,18051,10.746964383561644
2014,29,29179,9.284598123287671
2013,29,29153,8.907173561643836
2013,46,46021,6.104530657534247
2011,21,21169,9.954634674885845
2013,32,32005,7.18821134568896
2013,29,29037,9.586442739726027
2014,45,45091,10.365266694460989
2014,12,12103,7.592833122613968
2011,39,39109,11.572953464057404
2013,40,40003,7.888978904109589
2013,18,18029,10.967329369863014
2012,12,12129,7.637624726775956
2013,17,17185,10.495152123287671
2013,36,36075,7.740098752952291
2013,18,18079,10.83779703196347
2013,18,18099,10.412316073059361
2014,40,40125,9.178125787671233
2012,18,18045,10.494843333333333
2011,42,42021,9.876570538290933
2014,48,48343,9.633056255707763
2012,19,19173,8.965071220400729
2014,20,20055,7.360450936073059
2013,5,5081,9.836635684931507
2011,26,26157,8.920429903688093
2011,21,21093,10.683798205230386
2012,48,48277,9.221649453551913
2013,46,46111,7.304762356164384
2011,53,53043,6.320098456164384
2013,20,20187,6.427896712328767
2014,49,49001,4.45045095890411
2011,40,40143,11.141696724821918
2012,51,51760,9.15049110821328
2011,48,48163,7.927539923287671
2012,22,22047,9.737356323185012
2012,48,48497,9.271039890710382
2011,38,38089,6.417480461643836
2014,53,53047,5.780492383561644
2013,47,47169,9.489111506849315
2014,46,46081,4.682151112328767
2013,5,5017,9.402725205479452
2014,38,38035,6.497809802130898
2011,22,22091,8.842110387671233
2012,36,36081,9.580549821934704
2012,27,27121,8.764984016393443
2014,1,1067,10.513566940639269
2014,30,30065,5.08857201369863
2014,12,12109,7.667907260273973
2011,26,26089,7.351466763013699
2012,21,21029,10.333496402550091
2012,48,48145,8.846502732240437
2012,20,20145,7.800948770491803
2013,24,24013,9.606634563806777
2012,51,51173,8.24402368852459
2012,55,55039,9.274024084699454
2013,35,35047,5.013522215264188
2013,20,20087,9.096681849315068
2013,41,41011,7.117495658587987
2011,6,6085,9.316890758005597
2013,49,49041,5.042605687671233
2012,39,39133,11.307013661202186
2011,53,53053,7.667777859764256
2013,48,48199,9.121886924034869
2013,5,5133,9.689522260273973
2012,40,40041,9.429953278688525
2011,37,37077,9.420191306427819
2012,27,27001,7.909209535519126
2012,36,36013,8.789755245901639
2014,21,21211,11.075648158295282
2011,13,13093,11.588534932420091
2013,30,30057,4.827663908675799
2012,48,48019,7.73663825136612
2011,32,32027,5.736513216438356
2012,48,48207,7.140176775956284
2012,5,5131,9.809816845313157
2013,6,6045,5.810467965753425
2014,55,55021,9.180717762557078
2014,55,55015,9.292497783312578
2013,51,51580,7.97546301369863
2012,5,5097,9.199137613843352
2012,9,9015,7.525059409836066
2014,46,46069,5.59647205479452
2012,39,39121,10.872918123861566
2012,13,13259,9.848290300546448
2014,21,21071,9.541315561643836
2014,51,51147,8.755072219178082
2012,51,51820,8.584516786885246
2011,39,39121,11.330073505022831
2012,24,24017,8.647331663934426
2014,6,6013,9.421477944415174
2011,28,28105,9.778800072945206
2012,28,28025,9.612779453551913
2014,51,51057,8.32832894977169
2011,29,29131,9.644763061369863
2013,49,49053,5.203731193737769
2011,51,51143,9.259837312671233
2013,53,53023,6.128828493150685
2012,40,40007,7.12751912568306
2011,55,55095,8.499844906027397
2011,55,55047,9.504519679908676
2011,27,27057,7.66318295146771
2013,21,21049,9.637205589041096
2012,48,48471,9.245415956284153
2014,48,48507,8.027043390410959
2014,28,28033,10.04612494811125
2013,19,19045,10.180637534246575
2012,13,13053,10.228280273224044
2014,48,48023,7.801394794520548
2011,8,8087,6.373555535958904
2011,19,19171,9.576969891780822
2013,51,51049,7.862945342465753
2014,36,36073,8.601153698630137
2012,30,30011,5.933120218579235
2012,48,48021,8.674850464480874
2012,30,30101,6.025932786885246
2013,48,48303,7.413560290088638
2011,45,45007,10.87146724348437
2013,13,13255,9.645847420091324
2013,21,21071,8.668673589041096
2014,37,37195,10.341229170872386
2012,49,49003,7.530508122205663
2011,54,54103,10.70811470739726
2013,39,39037,11.201706598173516
2011,29,29041,9.522874807305936
2013,27,27011,7.538699360730594
2013,37,37157,8.418616874103066
2014,47,47009,9.615062837573386
2013,13,13299,8.082939147640792
2012,39,39155,10.95624825136612
2011,13,13235,11.359378320547945
2014,40,40149,7.924366369863014
2012,36,36109,8.400052257068187
2011,39,39127,10.83194796347032
2012,47,47177,9.042116180935033
2013,35,35019,5.129985479452055
2014,16,16059,7.808703744292237
2014,20,20115,8.642275253424658
2012,27,27005,8.35817956284153
2011,13,13223,11.314936222638789
2013,25,25017,8.548229362453692
2013,26,26039,7.128323890410959
2013,25,25015,7.941154420852359
2013,54,54057,8.330843522504892
2014,48,48357,7.054601461187215
2014,8,8037,3.893861213307241
2011,20,20103,10.009337594691781
2014,12,12029,7.913848767123288
2012,21,21079,9.692306284153006
2013,42,42051,9.324395890410959
2011,35,35025,8.138735177929985
2011,19,19081,9.175509817808219
2014,30,30107,4.663244465753425
2014,37,37121,8.396334315068493
2011,48,48281,8.445155122191781
2011,19,19165,8.861252467808219
2011,1,1121,11.316444335367372
2012,46,46129,6.938889890710382
2012,13,13183,8.458718306010929
2013,48,48473,9.713607488584475
2012,13,13319,10.30783
2013,26,26121,8.648669373776908
2014,31,31019,7.536798281444583
2014,4,4019,6.721866394588757
2014,26,26147,10.412666094492592
2014,20,20163,7.063125890410959
2013,39,39111,9.799781301369863
2014,29,29171,9.07157397260274
2012,39,39017,11.707549941939891
2013,19,19139,10.242411178082192
2012,42,42115,8.014272454048684
2011,27,27029,7.330177833789954
2011,31,31137,7.821292310502283
2014,21,21001,10.127919843444227
2011,12,12081,7.394134933860204
2014,37,37035,10.207797817057004
2011,28,28127,9.465363301917808
2012,51,51013,10.002021941279985
2014,5,5099,9.682917168949772
2013,40,40115,9.324126484018265
2013,47,47101,8.845918767123288
2013,48,48333,7.679381917808219
2012,50,50001,7.158515655737705
2012,45,45007,10.124495887627855
2014,1,1007,10.749424794520548
2014,31,31031,4.86913698630137
2013,9,9009,8.674479807059506
2012,1,1037,9.875864480874317
2013,42,42059,9.319852146118722
2013,8,8073,5.358095479452055
2011,54,54015,9.614388077625571
2011,22,22061,9.694505430958904
2011,12,12091,8.692203960507852
2014,19,19133,8.525960136986301
2014,13,13191,9.087086390410959
2012,27,27051,8.635093852459016
2011,20,20163,7.672304163013699
2014,27,27015,7.145075719178082
2012,39,39049,11.669178530362503
2014,37,37013,8.72793098381071
2014,30,30031,6.121617795765878
2012,19,19071,9.435572313296904
2013,21,21227,10.089456210045662
2014,16,16009,9.076301287671233
2014,29,29035,9.459565479452055
2014,9,9007,7.93328796042618
2011,27,27119,7.809152106849315
2012,19,19049,9.287016338797814
2014,20,20049,8.938472328767123
2014,6,6075,9.069542595750629
2013,48,48001,9.236786650062266
2011,22,22127,9.060556498630137
2013,53,53075,6.988223424657534
2013,13,13217,9.770527165437302
2013,26,26079,7.022723561643836
2014,13,13109,10.204246392694064
2014,5,5101,8.769039863013699
2012,38,38007,6.087072704918033
2012,54,54063,8.281092012750455
2012,31,31141,8.982595667447307
2011,40,40071,9.477483509589041
2013,13,13157,9.588128717310087
2012,29,29071,9.959106589521054
2014,48,48271,7.634075671232877
2013,22,22073,9.609151938356164
2014,29,29027,9.632573205479452
2014,17,17041,11.282812438356164
2013,31,31027,8.106531273972603
2013,26,26089,6.680937753424658
2012,41,41041,5.082716239151398
2013,42,42115,7.718273648816936
2013,19,19177,9.292800424657534
2014,42,42123,9.330962697576396
2012,21,21193,9.023824556010929
2012,31,31117,6.469465027322404
2014,46,46111,6.32806794520548
2013,28,28077,8.773289680365297
2012,16,16021,4.999365204918033
2012,51,51061,8.826095824493732
2011,18,18091,10.484390237279843
2014,45,45001,10.050629680365297
2012,27,27035,8.716667047472678
2011,36,36053,8.143498880308219
2013,22,22013,9.599823068493151
2012,42,42105,7.953881289617486
2013,6,6039,11.731695008933889
2011,36,36077,7.47745010459307
2013,19,19129,9.019594410958904
2012,37,37033,8.854778246812386
2013,30,30009,4.645419073972603
2014,16,16043,6.03810301369863
2011,20,20087,9.606624793835616
2014,17,17153,10.947717397260274
2014,48,48323,7.91941502587519
2014,20,20043,9.607687214611872
2013,26,26141,6.729960534246575
2013,12,12093,5.817446278538813
2012,49,49021,4.822289446721312
2011,21,21163,10.70610585
2014,55,55057,8.378564735812133
2012,17,17159,10.29055912568306
2013,38,38099,6.77658505022831
2012,26,26151,8.932586047358834
2013,17,17023,10.431750821917808
2013,26,26017,8.571179557428872
2014,5,5115,9.773361469489415
2011,13,13035,11.58695779086758
2011,50,50025,7.683498875190259
2013,31,31159,8.397893356164384
2011,17,17111,10.384932025184405
2014,16,16015,5.883562465753425
2012,16,16063,6.70133825136612
2014,45,45031,9.90814169520548
2011,40,40121,10.05808776796628
2011,1,1117,11.620769891552511
2014,22,22103,8.708535106721886
2012,31,31065,7.507512841530055
2011,18,18109,11.27902475426765
2014,26,26039,7.169023210958904
2014,13,13309,10.580812328767123
2013,30,30035,4.801069431506849
2011,47,47153,9.779650442009132
2012,48,48263,6.771497540983607
2014,35,35001,6.518936062315337
2012,36,36029,9.842853508034639
2011,22,22071,9.391499997043572
2014,42,42065,10.240768092729189
2014,18,18121,10.832965821917808
2012,1,1063,9.406098724954463
2014,47,47059,9.364154356164384
2011,39,39045,11.185195855675147
2014,28,28011,9.914494178082192
2012,47,47169,9.629949316939891
2014,38,38037,4.632982465753425
2014,30,30105,5.425058858447489
2012,50,50021,7.197538326502732
2011,46,46011,8.119088476255708
2011,41,41063,5.917041379908676
2014,48,48175,9.132067534246575
2013,48,48055,8.873100171232877
2012,12,12125,7.200180054644809
2013,17,17099,10.079482906066536
2013,48,48095,6.981782191780822
2011,1,1087,10.736698920547945
2013,29,29039,8.920468493150685
2012,18,18155,10.554019945355191
2012,6,6015,5.344122880562061
2013,26,26085,7.489205082191781
2012,8,8039,5.899272092115535
2012,28,28013,9.223400218579235
2014,31,31141,8.346482818003914
2011,1,1071,10.49386821369863
2011,13,13251,10.425342882739726
2011,48,48095,7.441453810958904
2013,39,39015,10.213676742770167
2011,28,28111,9.273624521461187
2013,19,19071,8.821499908675799
2012,27,27173,8.86889849726776
2014,22,22077,8.869608721461187
2014,26,26051,7.999088471841705
2011,19,19043,9.662158746118722
2013,24,24037,7.876369202256245
2014,30,30093,7.783642910958904
2013,31,31109,8.810758619029989
2013,16,16019,7.575918003913894
2013,55,55021,9.016391735159817
2011,29,29053,9.686699303013699
2011,27,27019,9.719582482768565
2012,46,46113,6.238984517304189
2012,8,8057,4.816345027322404
2013,29,29077,9.40939644719399
2012,26,26159,9.822781111111111
2011,13,13193,11.562916070547945
2011,48,48499,9.435388732054794
2011,19,19051,9.656637173972603
2011,47,47045,9.688355380821918
2014,48,48369,6.915600410958904
2013,48,48017,6.489957260273973
2013,17,17141,9.955973225404732
2012,36,36093,8.135459124412251
2013,17,17083,10.315945214611872
2013,46,46117,5.750408246575342
2013,22,22023,8.494964383561644
2014,31,31073,6.945704383561644
2014,13,13317,10.332673219178082
2014,20,20067,7.172670273972603
2012,1,1033,9.885784816549571
2013,48,48347,9.461408050579557
2013,48,48355,8.269737794689667
2011,37,37011,8.520028851506849
2012,48,48065,6.961603142076503
2011,17,17071,10.667050643835616
2012,55,55023,9.241600455373406
2013,27,27097,8.414025410958904
2014,51,51830,8.589409406392694
2012,20,20033,7.37975956284153
2014,48,48229,6.055788219178082
2012,47,47057,10.146933442622951
2012,29,29055,9.176342258652095
2012,31,31099,8.174734153005464
2013,19,19017,9.369377910958904
2012,27,27125,7.950252322404372
2013,17,17201,9.938078726205302
2012,47,47027,9.343991393442623
2013,26,26013,6.049874616438356
2011,51,51115,8.343065134246575
2014,48,48163,8.409324292237443
2011,38,38069,6.909091342465753
2011,29,29077,10.542695067962881
2012,31,31013,6.432131056466302
2013,21,21079,9.497221575342466
2014,22,22099,8.920206774595268
2011,31,31057,6.745443383561644
2013,10,10001,8.521927705479452
2013,42,42047,8.291537229832572
2012,1,1043,10.713569474802672
2012,27,27061,7.653683087431694
2012,51,51678,8.406371639344262
2014,31,31167,8.232380410958904
2011,18,18037,11.532356178082192
2011,6,6035,6.722251222222222
2014,40,40117,9.083945369863014
2011,53,53063,7.985392114207436
2011,12,12071,7.057302336623205
2011,6,6037,11.87516985389648
2013,13,13215,10.14505205479452
2013,29,29141,9.094299506849315
2012,21,21131,8.936242613843352
2012,12,12045,6.957285883424408
2012,16,16047,6.962488797814208
2012,49,49031,4.664844262295082
2014,22,22029,8.751241753424658
2014,40,40009,7.524562123287671
2013,42,42091,10.188711441926897
2011,24,24017,8.785179432420091
2011,13,13151,11.732649069369863
2011,55,55135,9.17934032739726
2013,42,42131,7.999568336594912
2012,48,48127,6.834631693989071
2012,40,40081,9.069635870413739
2011,26,26103,7.104815512557078
2011,32,32510,6.666342022700587
2011,56,56033,6.26641686347032
2014,39,39097,11.26102301369863
2011,28,28149,9.506072865981735
2013,48,48131,7.619712146118722
2012,34,34007,9.859909321888043
2013,39,39001,9.896089908675799
2014,17,17195,10.721935844748858
2014,21,21039,10.834971415525114
2011,13,13027,10.650172168767123
2013,18,18089,11.286836386839948
2012,30,30059,5.279920109289618
2011,48,48143,8.43404924760274
2014,32,32510,6.866788739726027
2013,30,30109,5.043551506849315
2013,12,12043,5.898000273972603
2012,36,36037,9.28842349726776
2013,27,27001,7.529878493150685
2013,12,12023,7.300226095890411
2011,51,51005,9.083948521004566
2011,17,17115,10.841051875261886
2011,6,6071,11.176266321594832
2014,26,26119,7.000366575342466
2012,4,4025,5.437122319802238
2011,1,1015,11.567072503314185
2012,39,39059,10.837446254098361
2012,5,5095,10.159148907103825
2012,49,49025,4.632615573770492
2011,22,22097,8.899934973035328
2012,28,28111,8.996546265938069
2011,6,6043,8.210610247031964
2013,20,20101,6.852881917808219
2012,9,9003,8.012768922960578
2014,56,56013,4.218086723287671
2014,23,23021,6.187994712328767
2012,30,30043,5.909042431693989
2013,8,8069,6.190604433101895
2014,55,55129,6.229718904109589
2012,35,35051,6.046628756830601
2013,45,45057,8.881841956947162
2013,48,48291,9.389110821917808
2013,28,28069,9.212835342465753
2013,41,41021,6.16995501369863
2012,26,26143,7.759620907103825
2011,13,13217,11.596986294204426
2013,21,21119,8.538550246575342
2014,30,30041,5.612695703196347
2011,48,48083,7.631236452054794
2011,35,35013,9.70219915168727
2011,48,48449,9.898587360273973
2011,12,12041,8.094618307945206
2012,17,17157,10.090881420765027
2013,27,27169,8.967547506849315
2012,24,24025,10.065059511552104
2013,48,48373,9.16174802739726
2014,29,29203,9.237091643835616
2012,29,29035,8.957275273224044
2011,50,50007,8.053065951154599
2014,5,5027,9.585907835616438
2011,47,47051,10.128277335768645
2011,29,29157,9.79753554520548
2011,21,21057,9.674884317808219
2013,13,13059,9.704058334246575
2013,5,5119,10.331416494015862
2012,13,13035,10.372851821493625
2012,47,47119,9.34682981356477
2014,42,42129,11.067507246575342
2014,20,20039,6.517431917808219
2014,18,18109,11.018847102212856
2012,54,54021,9.016315177595628
2013,48,48093,7.741116301369863
2013,51,51157,7.856448493150685
2013,47,47117,9.376579200913242
2013,13,13117,9.46204895585997
2011,45,45029,9.87972281065449
2011,27,27109,9.927991578580324
2014,12,12059,9.821377808219178
2013,29,29123,9.210129351598174
2013,35,35055,4.528524059360731
2012,55,55051,7.055344626593807
2011,17,17067,10.417228162426614
2013,18,18109,10.982194330874605
2011,13,13249,11.230756639726027
2013,12,12007,6.797014315068493
2014,51,51001,8.337033479452055
2011,48,48425,8.870359315068493
2014,37,37071,10.483867371970495
2012,17,17023,10.334592554644809
2013,37,37001,8.514092435312024
2014,29,29051,9.723300200913242
2011,49,49015,5.905301081278539
2012,23,23011,7.430443231094659
2013,19,19141,8.729047739726027
2014,13,13007,10.576460410958904
2012,18,18001,11.109961982825917
2011,40,40111,10.07445434630137
2013,54,54053,9.767723835616438
2013,24,24039,7.87223373776908
2014,1,1053,9.777207762557078
2012,36,36107,8.384581994535519
2012,51,51810,8.1844760804769
2011,22,22005,10.700279151663405
2014,31,31093,7.437823835616438
2011,36,36029,9.514153500592059
2014,8,8083,4.659724227005871
2013,26,26139,9.235541431894546
2011,13,13059,11.121896115890411
2011,4,4001,5.587365277739726
2013,1,1015,10.092006380910296
2011,48,48011,7.353875191780822
2013,48,48341,6.52045602739726
2012,41,41065,5.913067844945355
2014,21,21065,9.576990205479452
2014,46,46063,4.869611178082192
2013,39,39071,10.315557656012177
2011,35,35017,6.418685438356164
2013,13,13253,9.173920913242009
2013,45,45037,9.393756301369863
2013,20,20041,8.293464657534247
2011,13,13127,9.000891411141552
2014,38,38099,6.106330273972603
2014,34,34037,8.564299470096893
2011,31,31117,6.495757605479452
2014,55,55139,9.360853838957568
2011,21,21107,10.356720163013699
2011,51,51197,8.784774614611872
2011,29,29215,9.312509092465753
2012,19,19175,8.892077868852459
2012,13,13139,9.773212583485124
2013,27,27043,8.849503561643836
2014,17,17113,11.390976358169061
2013,42,42127,7.684128590998043
2014,29,29186,10.282119315068493
2012,27,27151,8.918591803278688
2014,8,8061,5.818431780821918
2014,40,40041,9.494848280060883
2012,56,56015,6.490811407103825
2012,29,29047,10.157197553402881
2013,39,39147,10.279094853228963
2013,21,21115,8.801455114155251
2013,48,48099,8.521738111031002
2013,38,38013,5.946587123287671
2011,29,29015,9.437602815068493
2012,40,40003,8.197987067395264
2011,18,18081,11.665917640722291
2014,19,19151,8.339712511415525
2011,47,47163,10.559793352300667
2014,56,56035,4.698904
2013,1,1055,10.278803671232877
2014,48,48171,8.154208284931507
2014,5,5143,9.584401506849315
2014,36,36081,9.650273463480558
2014,26,26085,7.850993671232877
2014,49,49035,8.073282565003877
2013,42,42043,10.760198145416228
2013,19,19163,10.30449609443311
2012,22,22059,8.764270036429872
2012,37,37045,9.725354756582216
2014,20,20155,8.454257292506044
2011,20,20005,9.510780026027397
2011,39,39149,11.301430562739726
2013,26,26115,9.731874880224798
2013,48,48045,6.540798356164384
2011,46,46035,7.60059039520548
2011,42,42067,9.950385249315068
2013,4,4013,7.310968143985165
2012,18,18149,10.918109445745511
2012,48,48103,6.891998907103825
2011,48,48121,10.5226924289971
2011,26,26091,10.03036902501489
2014,26,26145,9.527150007827789
2012,21,21209,10.131416725214676
2014,19,19053,8.828950593607306
2012,17,17185,10.551163592896175
2014,26,26069,7.52778799391172
2013,16,16013,5.380690732876712
2013,48,48019,7.851397698630137
2011,31,31113,6.685109353424658
2013,22,22037,8.114094410958904
2014,48,48405,9.124997260273973
2011,8,8111,4.823164928767123
2012,21,21087,9.576928142076503
2012,48,48197,7.207208743169399
2014,49,49017,4.262577671232877
2013,54,54047,8.000633630136986
2013,13,13195,9.57449897260274
2011,51,51093,8.978887410273973
2014,17,17051,11.119355655577299
2012,29,29203,8.759233469945355
2012,6,6003,4.880946038251366
2012,20,20191,8.931942076502732
2013,17,17103,10.012834490106545
2011,40,40095,9.46385532260274
2011,20,20113,8.83466702778865
2011,28,28055,9.557597369863014
2011,36,36091,8.783860412712329
2011,17,17177,10.077284324341412
2013,29,29195,9.145024931506849
2014,39,39133,11.244776962818004
2013,46,46027,8.260362529680365
2011,6,6067,10.152928527228728
2012,20,20171,7.447037431693989
2011,51,51067,9.241680680821918
2012,39,39061,11.613722144685669
2011,20,20049,9.416261076712329
2011,18,18049,10.452717900456621
2011,13,13291,9.482459883105023
2014,48,48033,7.103773698630137
2013,35,35061,6.098747108066971
2013,17,17043,11.079119108320649
2014,40,40137,8.754271332503113
2013,21,21161,9.682676219178082
2014,48,48427,8.06834803652968
2012,39,39011,11.305792796820666
2013,48,48009,7.912685753424658
2013,30,30041,5.071419917808219
2013,42,42099,9.935599232876712
2013,48,48203,9.774172759295499
2014,36,36019,6.065293626532084
2013,37,37061,8.308878256537983
2014,29,29173,9.927588858447489
2014,21,21179,11.103720730593607
2012,47,47045,9.587845594262295
2014,18,18167,11.058380900195695
2011,32,32009,6.05550998630137
2012,29,29185,8.872000546448087
2012,45,45009,9.095127663934426
2012,9,9013,7.816879422460901
2012,5,5087,8.793017964480874
2014,41,41011,7.253063519494204
2011,20,20081,7.728031969863014
2011,5,5035,10.390152235342466
2013,8,8067,4.457814876712329
2013,13,13063,9.799967331506849
2013,29,29011,9.122480639269406
2012,51,51187,8.814688842213115
2013,27,27091,8.701992100456621
2011,29,29081,9.149170016438356
2013,39,39053,9.858636438356164
2014,22,22065,9.33777402739726
2011,17,17157,10.063767102587519
2012,33,33011,8.08872475663998
2011,12,12111,6.111180738418431
2012,22,22085,8.8613012490242
2011,28,28151,10.108420322855083
2012,5,5137,9.156409744990892
2012,37,37011,8.066945081967213
2014,48,48015,9.791365068493151
2012,13,13031,9.251206170309654
2013,51,51183,7.805106904109589
2011,54,54061,10.27410202979452
2012,55,55115,8.450626763537009
2011,16,16063,6.250766715068493
2014,19,19055,9.463994726027397
2013,21,21141,9.927849726027397
2014,21,21011,9.737448675799087
2011,19,19109,9.034705661187215
2011,31,31125,7.999983917808219
2014,22,22017,9.864469024828767
2011,48,48237,8.581337408219178
2012,50,50017,7.09608650273224
2012,17,17021,10.146673469945355
2014,48,48423,9.883470277313732
2011,48,48043,6.691734695890411
2013,49,49017,4.430862164383562
2011,13,13257,10.040503214246575
2012,28,28049,9.64415724897541
2011,46,46093,6.17162322520548
2011,20,20077,8.696772640182648
2011,46,46017,6.947470095890411
2013,20,20077,8.182046392694064
2012,35,35043,6.848237226775956
2014,39,39061,12.038125957052943
